Name	Set	Imagefile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Holy Scripture Bearer Ciel	S10	MBS10-091_C	CH	B	C	MB/S10-091	1	0	5000	1	0	Curry, Weapon	We shall determine here who's a better wielder of the Holy Scripture---!	[A] [(2)] When this card attacks, if <<Seventh Holy Scripture>> is in your Climax slot, you may pay this cost. If you do, search your Deck for 1 <Weapon> Character, show it to your opponent, then place it into hand. Shuffle your Deck afterwards, during this turn, this card gets +3000 Power.		
Michael Roa Valdamjong	S10	MBS10-092_C	CH	B	C	MB/S10-092	1	0	5000	1	0	Blood	...Well, well. There's going to be no one that can stop me now, you know	[A] When this card becomes REVERSE in battle, you may return this card into your Deck. If you do, shuffle your Deck afterwards.		
Neco Arc Chaos	S10	MBS10-093_C	CH	B	C	MB/S10-093	1	0	1500	1	0	Animal	It's done... Finally done... Empty life... No reason to live...	[S] [COUNTER] ASSIST 1500 Level 2[(1) Discard this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +1500 Power.)		
Miss Blue Aoko	S10	MBS10-094_C	CH	B	C	MB/S10-094	1	1	7000	1	0	Magic	I shall travel alone with just a suitcase			
Nrvnqsr Chaos	S10	MBS10-095_C	CH	B	C	MB/S10-095	2	2	9000	2	1	Blood, Animal	I shall break that thin neck just like I stroke head			
TATARI Replay	S10	MBS10-096_U	EV	B	U	MB/S10-096	1	1			0		Night of Wallachia: "No matter whethe the finale is a tragedy or comedy, the end should be gorgeous"	Draw up to 2 cards, then choose 1 card from your hand, place it into Waiting Room.		
The 666 Beasts	S10	MBS10-097_U	EV	B	U	MB/S10-097	2	6			0		Good...! The broken languages similar to vanishing shadows that grants a clean death despite its appearance...!	Search your Deck for up to 2 Level 2 or lower<Animal> Characters, place them on Stage in different slots. Shuffle your Deck afterwards.		
Reality Marble "Depletion Garden"	S10	MBS10-098_CR	CX	B	CR	MB/S10-098					2		My body is... popping...!	[C] All your Characters get +2 Soul.		
Seventh Holy Scripture	S10	MBS10-099_CC	CX	B	CC	MB/S10-099					2		Seven... Code Square!	[A] When this card comes on Stage from hand, put the top card of your Deck to Stock. During this turn, all of your Characters get +1 Soul.		
Dead Apostle Elimination	S10	MBS10-100_CC	CX	B	CC	MB/S10-100					B		TATARI has been completely destroyed--- this means the path to immortality created by Eltnam has also been crushed	[C] All your Characters get +1000 Power, +1 Soul.		
Innocent Arcueid	S10	MBS10-101_TD	CH	Y	TD	MB/S10-101	1	0	5000	1	0	Royalty, Blood	That was easy! 	[A] [(1)] When this card is placed on Stage from Hand, you may pay this cost. If you do, during this turn, this card gets +2500 Power.		
Familiar Ren	S10	MBS10-102_TD	CH	Y	TD	MB/S10-102	1	1	6000	1	0	Familiar, Animal	...Shiki's in trouble	[A] When this card is placed on Stage from Hand, during this turn, this card gets +1 Soul.		
Shall We Play Around A Bit?	S10	MBS10-103_TD	CX	Y	TD	MB/S10-103					2			[C] All your Characters get +2 Soul.		
Alchemist Sion	S10	MBS10-104_TD	CH	G	TD	MB/S10-104	2	2	8500	2	1	Alchemist, Weapon	We, alchemists of Atlas, are able to calculate the future	[S] [(1)] During this turn, this card gets +2000 Power.		
Familiar White Ren	S10	MBS10-105_TD	CH	Y	TD	MB/S10-105	0	0	500	1	0	Familiar, Animal	Stop, give it back! That's my.. my crabbbbbb--------!	[C] SUPPORT All Characters in front of this card gets +500 Power.	[S] [Put 2 of your Characters to REST] Choose 1 of your Characters, during this turn, it gains <<[A] ENCORE [Discard 1 Character from Hand to Waiting Room] >>.	
Melty Blood	S10	MBS10-106_PR	CH	G	PR	MB/S10-106	2	2	9000	2	1	Alchemist, Blood				
Genuine Lady Akiha	S10	MBS10-107_PR	CH	R	PR	MB/S10-107	1	0	4500	1	0	Blood		[A] When another of your battling Character becomes REVERSE, during this turn, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Pursuit Of Knowledge Sion	S10	MBS10-108_PR	CH	G	PR	MB/S10-108	0	0	2000	1	0	Alchemist, Weapon		[S] [(1) Put this card to REST] Choose 1 card from your Clock, return it to Hand. Choose 1 card from your Hand, place it into Clock.		
Succubus White Ren	S10	MBS10-109_PR	CH	Y	PR	MB/S10-109	2	2	8500	2	1	Familiar, Animal		[C] During this turn, this card gets +1000 Power.		
New TATARI Vampire Sion	S10	MBS10-110_PR	CH	G	PR	MB/S10-110	0	0	500	1	0	Alchemist, Blood		[C] SUPPORT All Characters in front of this card gets +500 Power.	[A] When you Level Up, choose 1 of your Characters, during this turn, it gets +1000 Power.	
Mansion's Order Hisui	S10	MBS10-111_PR	CH	R	PR	MB/S10-111	0	0	3000	1	0	Twins, Maid				
Vampire Arcueid TD	S10	MBS10-T01_TD	CH	Y	TD	MB/S10-T01	0	0	3000	1	0	Royalty, Blood	Sorry to say, you have no chance of winning			
Tohno Shiki TD	S10	MBS10-T02_TD	CH	Y	TD	MB/S10-T02	0	0	3000	1	0	Glasses, Weapon	Since you have a shape, the least I can do to erase it	[C] During this turn, this card gets +1000 Power.	[C] If this card is in the Front Row, during your Stand Phase, this card cannot STAND.	
Ren TD	S10	MBS10-T03_TD	CH	Y	TD	MB/S10-T03	1	0	5500	1	0	Familiar, Animal	........			
Arcueid Brunestud TD	S10	MBS10-T04_TD	CH	Y	TD	MB/S10-T04	2	1	7500	1	1	Royalty, Blood	Ahhh, that felt nice	[C] For each of your other Characters in REST, this card gets +500 Power.		
True Ancestor Princess Arcueid TD	S10	MBS10-T05_TD	CH	Y	TD	MB/S10-T05	3	2	10000	2	1	Royalty, Blood	Use your death to stop my smile.	[C] EXPERIENCE If the total Level of cards in your Level slot is 4 or higher, this card gets +500 Power, and gains the following ability.<<[A] When the Character battling this card becomes REVERSE, you may place that card into Stock.>> 	[A] When this card is placed on Stage from hand, you may place the top card of your Clock into Waiting Room.	
Seventeen Dissection TD	S10	MBS10-T06_TD	CX	Y	TD	MB/S10-T06					2		I can see...!	[A] When this card comes to Stage from hand, draw 1 card. Choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
Arima Miyako TD	S10	MBS10-T07_TD	CH	G	TD	MB/S10-T07	0	0	2500	1	0	-	I'm going~!	[S] [(1)] During this turn, this card gets +2000 Power.		
Riesbyfe Stridberg TD	S10	MBS10-T08_TD	CH	G	TD	MB/S10-T08	0	0	3000	1	0	Shield, Weapon	I am Riesbyfe Stridberg. I am a knight that protects small things in the name of the Lord			
ATLAS Affiliate Sion TD	S10	MBS10-T09_TD	CH	G	TD	MB/S10-T09	1	1	5000	1	1	Alchemist, Weapon	You thought of THAT in THAT situation!?	[C] EXPERIENCE If the total Level of cards in your Level slot is 2 or higher, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Vampire Sion TD	S10	MBS10-T10_TD	CH	G	TD	MB/S10-T10	1	1	7000	1	0	Alchemist, Blood	All that stands in my way will be decimated by these claws and teeth...!			
Bajiquan User Miyako TD	S10	MBS10-T11_TD	CH	G	TD	MB/S10-T11	2	1	1000	1	1	-	Reform, stupid cat---!	[C] If your opponent has a <Animal> Character, this card gets +6000 Power.	[S] [COUNTER] ASSIST 3000 Level 2[(1) Discard this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +3000 Power.)	
TATARI's Successor Vampire Sion TD	S10	MBS10-T12_TD	CH	G	TD	MB/S10-T12	2	2	8500	2	1	Alchemist, Blood	Move, loser. You said yourself that those who fall into hell have no future	[C] EXPERIENCE If the total Level of card in your Level slot is 3 or higher, this card gets +1000 Power.		
Barrel Replica TD	S10	MBS10-T13_TD	CX	G	TD	MB/S10-T13					G		Barrel Replica, full trance!	[C] All your Characters get +1000 Power, +1 Soul.		
Snowfield's Fairy White Ren SR	S10	MBS10-001S_SR	CH	Y	SR	MB/S10-001	1	1	6500	1	0	Familiar, Animal		[C] EXPERIENCE If the total Level of cards in your Level slot is 2 or higher, this card gets +1000 Power.		
True Ancestor Arcueid RRR	S10	MBS10-002R_RRR	CH	Y	RRR	MB/S10-002	2	2	7500	2	1	Royalty, Blood		[A] [(2)] When this card attacks, if <<Marble Phantasm>> is in your Climax slot, you may pay this cost. If you do, choose 1 of your opponent's Character with Level 1 or less, place it into Stock, during this turn, this card gets +3000 Power.	[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Tyrant Arcueid SP	S10	MBS10-004SP_SP	CH	Y	SP	MB/S10-004	0	0	1000	1	0	Royalty, Blood		[S] [Put this card to REST] Choose 1 of your Characters, during this turn, it gets +1000 Power.	[S] CONCENTRATE[(1)] Flip the top 4 cards of your Deck, place them into Waiting Room. For every Climax in those cards, choose 1 of your Characters, during this turn, it gets +1 Soul.	
Ephemeral Dream SR	S10	MBS10-025S_SR	CX	Y	SR	MB/S10-025					1F			[C] All your Characters get +1000 Power, +1 Soul.		
Sion Eltnam Atlasia SP	S10	MBS10-028SP_SP	CH	G	SP	MB/S10-028	0	0	2500	1	0	Alchemist, Weapon		[C] If you have 1 or less other Character, this card gets +1000 Power, gains <<[A] ENCORE [Discard 1 Character from hand] >>.		
House Arima's Eldest Daughter Miyako SR	S10	MBS10-031S_SR	CH	G	SR	MB/S10-031	1	0	5000	1	0	-		[S] CONCENTRATE [(1)] Flip the top 4 cards of your Deck, place them into Waiting Room. For every Climax in those cards, during this turn, this card gets +3000 Power.		
Soul Hacker Sion RRR	S10	MBS10-032R_RRR	CH	G	RRR	MB/S10-032	3	2	10000	2	1	Alchemist, Weapon		[A] When this card comes to Stage from hand or through <<CHANGE>>, you may place the top card of your Clock into Waiting Room.	[A] [Place all your Stock into Waiting Room] When this card attacks, if <<For A Friend's Sake>> is in your Climax slot and you have 3 or more cards in Stock, you may pay this cost. If you do, choose up to 2 of your opponent's Characters, during this turn, it gets -X Power. X is equals to the number of cards place into Waiting Room from Stock by this ability's cost ×1000.	
True Apocrypha Gamaliel SR	S10	MBS10-048S_SR	CX	G	SR	MB/S10-048					S			[C] All your Characters get +1000 Power, +1 Soul.		
Mixed Blood Akiha RRR	S10	MBS10-054R_RRR	CH	R	RRR	MB/S10-054	0	0	1000	1	0	Blood		[A] When this card becomes REVERSE, if the Character battling this card is Level 0 or lower, you may put that Character to REVERSE.	[A] EXPERIENCE [(1)] When this card is placed on Stage from hand, if the total Level of card in your Level slot is 3 or higher, you may pay this cost. If you do, choose 1 Character from your Waiting Room, return it to hand, choose 1 card from your hand, place it into Waiting Room.	
Asagami Private Girls' Academy Student Akiha SP	S10	MBS10-056SP_SP	CH	R	SP	MB/S10-056	1	1	3000	1	1	Blood		[C] SUPPORT All Characters in front Row with Level 2 or higher get +1000 Power.	[S] [Put 2 of your <Blood> Characters to REST] Choose 1 Character from your opponent's Waiting Room, place it on top of Deck.	
House Tohno Servant Hisui SR	S10	MBS10-057S_SR	CH	R	SR	MB/S10-057	2	2	8000	2	1	Twins, Maid		[C] EXPERIENCE If the total Level of cards in your Level slot is 3 or higher, this card gets +1000 Power.	[A] [(1) Discard 1 card from hand] When this card is placed on Stage from hand, you may pay this cost. If you do, search your Deck for 1 <<House Tohno Servant Kohaku>>, show it to your opponent, then place it into hand. Shuffle your Deck afterwards.	
Crimson Lord Imprisoning Hair SR	S10	MBS10-073S_SR	CX	R	SR	MB/S10-073					D			[C] All your Characters get +1000 Power, +1 Soul.		
Black Keys User Ciel SP	S10	MBS10-076SP_SP	CH	B	SP	MB/S10-076	1	1	5000	1	1	Curry, Weapon		[C] EXPERIENCE During your opponent's turn, If the total Level of cards in your Level slot is 1 or higher, this card gets +1500 Power.	[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Fifth Magic Successor Aoko SR	S10	MBS10-079S_SR	CH	B	SR	MB/S10-079	0	0	2500	1	0	Magic		[A] When this card attacks, place the top card of your Deck into Waiting Room. If that card is a Climax, draw 1 card, then choose 1 card from your hand, place into Waiting Room.		
Ciel RRR	S10	MBS10-082R_RRR	CH	B	RRR	MB/S10-082	3	2	10000	2	1	Curry, Weapon		[A] EXPERIENCE [(4)] When this card is placed on Stage from hand, If the total Level of cards in your Level slot is 6 or higher, you may pay this cost. If you do, during this turn, this card gains the following ability.<<[A] This ability can only be used 1 time each turn. When this card attacks, you may put this card to STAND.>>		
Reality Marble "Depletion Garden" SR	S10	MBS10-098S_SR	CX	B	SR	MB/S10-098					2			[C] All your Characters get +2 Soul.		
Innocent Arcueid TDX	S10	MBS10-101X_TD	CH	Y	TDSP	MB/S10-101	1	0	5000	1	0	Royalty, Blood		[A] [(1)] When this card is placed on Stage from Hand, you may pay this cost. If you do, during this turn, this card gets +2500 Power.		
Familiar Ren TDX	S10	MBS10-102X_TD	CH	Y	TDSP	MB/S10-102	1	1	6000	1	0	Familiar, Animal		[A] When this card is placed on Stage from Hand, during this turn, this card gets +1 Soul.		
Alchemist Sion TDX	S10	MBS10-104X_TD	CH	G	TDSP	MB/S10-104	2	2	8500	2	1	Alchemist, Weapon		[S] [(1)] During this turn, this card gets +2000 Power.		
