Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Black Cat Bookmark	S11	MKS11-100_CC	CX	B	CC	MK/S11-100					B		Cute, isn't it?	[C] All your Characters get +1000 Power, +1 Soul.		
Milky Holmes Sheryl	S11	MKS11-101_TD	CH	R	TD	MK/S11-101	2	1	8000	1	1	Detective, Camera	I'll try my best!	[C] If all your Characters are <Detective>, this card gets +1000 Power.		
Milky Holmes Cordelia	S11	MKS11-102_TD	CH	B	TD	MK/S11-102	1	0	5000	1	0	Detective, Sports	This is our agency isn't it? Of course we have to clean it up, no?	[C] During your opponent's turn, this card gets +1000 Power.		
Milky Holmes Elly	S11	MKS11-103_TD	CH	B	TD	MK/S11-103	1	1	7000	1	0	Detective, Book	I... I... I'm not good... at speaking...			
Milky Holmes Formed!	S11	MKS11-104_TD	CX	B	TD	MK/S11-104					2			[C] All your Characters get +2 Soul.		
Milky Holmes Nero	S11	MKS11-105_TD	CH	R	TD	MK/S11-105	0	0	1000	1	0	Detective, Sweets	You don't have to worry. It's not scary because I'm here	[C] SUPPORT All the Characters in front of this card get +500 Power.		
Detective Team Milky Holmes	S11	MKS11-106_PR	CH	R	PR	MK/S11-106	0	0	3000	1	0	Detective				
Costume Change!? Sheryl & Yume	S11	MKS11-107_PR	CH	R	PR	MK/S11-107	2	1	8000	1	1	Detective, Magic		[A] When this card declares an attack, reveal the top card of your Deck. If that revealed card is a Climax card, during this turn, this card gets +6000 Power.		
Upright Girl Sheryl	S11	MKS11-108_PR	CH	R	PR	MK/S11-108	0	0	2500	1	0	Detective, Camera		[S] [Put this card into REST] Choose one Character card that has the trait <Detective>on your Stage. During this turn, that card gains +1000 Power. 		
Solving Mysteries Cordelia	S11	MKS11-109_PR	CH	B	PR	MK/S11-109	2	1	8000	1	1	Detective, Sports		[C] When you control more than two Character cards other than this card that has the trait <Detective> on your Stage, this card gains the following ability.<<[A] ENCORE [Discard 1 Character from Hand to Waiting Room] >>. 		
Detective Child Sheryl	S11	MKS11-110_PR	CH	R	PR	MK/S11-110	0	0	2500	1	0	Detective, Camera		[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)		
Full of Potential Elly	S11	MKS11-111_PR	CH	G	PR	MK/S11-111	0	0	2500	1	0	Detective, Book		[S] [(3)] During this turn, this card gets +8000 Power.		
Future Famous Detectives? Milky Holmes	S11	MKS11-112_PR	CH	R	PR	MK/S11-112	0	0	2000	1	0	Detective		[C] For each of your other Character card that is in REST, this card gains +500 Power. 		
Talented Group Genius4	S11	MKS11-113_PR	CH	R	PR	MK/S11-113	2	1	2500	1	1	Police		[S] [COUNTER] ASSIST 3000 Level 2[(1) Discard this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +3000 Power.)		
Beautifully Living Thieves Phantom Thief Empire	S11	MKS11-114_PR	CH	B	PR	MK/S11-114	0	0	3000	1	0	Phantom Thief, Mask				
Carefree And Confident Nero	S11	MKS11-115_PR	CH	Y	PR	MK/S11-115	2	1	2500	1	1	Detective, Sweets		[S] [COUNTER] ASSIST 3000 Level 2[(1) Discard this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +3000 Power.)		
Detective Academy Milky Holmes	S11	MKS11-116_PR	CH	R	PR	MK/S11-116	1	0	4500	1	0	Detective		[C] For each of your other <Detective> Characters, this card gets +500 Power.		
Detective Academy Sheryl	S11	MKS11-117_PR	CH	R	PR	MK/S11-117	1	0	5000	1	0	Detective, Camera		[A] When the Character battling another of your Characters becomes REVERSE, during this turn, this card gets +1000 Power.		
Detective Academy Elly	S11	MKS11-118_PR	CH	G	PR	MK/S11-118	2	1	8000	1	1	Detective, Book		[A] This ability can be used up to 1 time per turn. When you use a [S], during this turn, this card gets +1000 Power. 		
Detective Academy Codelia	S11	MKS11-119_PR	CH	B	PR	MK/S11-119	2	1	8000	1	1	Detective, Sports		[C] If your hand has more cards compared to your opponent's hand, this card gets +1000 Power.		
Detective Academy Nero	S11	MKS11-120_PR	CH	Y	PR	MK/S11-120	1	0	5000	1	0	Detective, Sweets		[C] During your turn, this card gets +1000 Power.		
Henrietta & Milky Holmes	S11	MKS11-121_PR	CH	B	PR	MK/S11-121	1	0	4000	1	0	Detective, Student Council		[A][(2)] When this card is placed from hand to Stage, you may pay the cost. If you do, search your Deck for 1 <Phantom Thief> Character and add it to your hand. Shuffle your Deck.		
Precious Sheryl	S11	MKS11-122_PR	CH	R	PR	MK/S11-122	0	0	1000	1	0	Detective, Camera		[C] All Characters in front of this card get +1 Level.		
Very Energetic Sheryl	S11	MKS11-123_PR	CH	R	PR	MK/S11-122	0	0	2000	1	0	Detective, Camera		[C] For each other <Detective> Character, this card gains +500 Power.		
Energetic Nero TD	S11	MKS11-T01_TD	CH	R	TD	MK/S11-T01	0	0	500	1	0	Detective, Sweets	It's all good because I've had snacks!	[A] [(2)] When this card is placed on Stage from hand, you may pay the cost. If you do, choose 1 <Detective> Character from your Waiting Room, return it to hand.	[A] BOND/<<Brave Yet Single Minded Sheryl>> [(1)] (When you place this card on Stage from hand, you may pay the cost. If you do, choose 1 <<Brave Yet Single Minded Sheryl>> from your Waiting Room and place it into your hand)	
Joint Investigation Kokoro & Sheryl TD	S11	MKS11-T02_TD	CH	R	TD	MK/S11-T02	0	0	3000	1	0	Detective, Police	Sharo "Kokoro-chan! Let's find clues together!" Kokoro "Don't call me Kokoro-chan!"	[A] [Put 1 of your Characters in STAND to REST] When this card is placed on Stage from hand, if your opponent has <<Joint Investigation Kokoro & Sheryl, you may pay the cost. If you do, play Rock-Paper-Scissors with your opponent until a winner is reached. The winning player draws 1 card.		
Sheryl Among Rows Of Cherry Blossoms TD	S11	MKS11-T03_TD	CH	R	TD	MK/S11-T03	0	0	3500	1	0	Detective, Camera	Today I shall also try my best!	[A] When this card is placed on Stage from hand, reveal the top card of your Deck. If that card is not a <Detective> Character, place it in Clock. (Otherwise return to as it was)		
Problem Child Nero TD	S11	MKS11-T04_TD	CH	R	TD	MK/S11-T04	1	0	5000	1	0	Detective, Sweets	My.. My snacks!	[A] [(1)] When this card attacks, if <<Direct Hack>> is in the Climax slot, you may pay the cost. If you do, choose 1 card from your Waiting Room, return it to hand.		
G4's Leader Kokoro TD	S11	MKS11-T05_TD	CH	R	TD	MK/S11-T05	1	0	5500	1	0	Detective, Umbrella	Heh, the rain eased off!			
Gluttonous Nero TD	S11	MKS11-T06_TD	CH	R	TD	MK/S11-T06	2	2	9000	2	1	Detective, Sweets	Omnomnom...			
Brave Yet Single Minded Sheryl TD	S11	MKS11-T07_TD	CH	R	TD	MK/S11-T07	3	2	10000	2	1	Detective, Camera	Let's go!	[A] When this card is placed on Stage, you may place the top card of your Clock into the Waiting Room.	[A] [(1)] When this card attacks, if <<Psychokinesis>> is in your Climax slot, you may pay the cost. If you do, choose up to 1 Character from your Waiting Room, return it to hand. During this turn, all your <Detective> Characters get +2000 Power.	
Direct Hack TD	S11	MKS11-T08_TD	CX	R	TD	MK/S11-T08					2		My Toy is Direct Hack. I can hack any electronic device.	[A] When this card is placed on Stage from hand, place the top card of your Deck to Stock. During this turn, all of your Characters get +1 Soul.		
Psychokinesis TD	S11	MKS11-T09_TD	CX	R	TD	MK/S11-T09					D		I can move things with my thought... albeit only light things...	[C] All your Characters get +1000 Power, +1 Soul.		
Cordelia Glauca TD	S11	MKS11-T10_TD	CH	B	TD	MK/S11-T10	0	0	3000	1	0	Detective, Sports	Oh, that's where it is. Let's hurry!			
Drawn Into Thoughts Elly TD	S11	MKS11-T11_TD	CH	B	TD	MK/S11-T11	1	0	1500	1	0	Detective, Book	If a lot of people look at me... I get embarassed	[S] [COUNTER] ASSIST 1500 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +1500 Power)		
Phantom Thief Arsene TD	S11	MKS11-T12_TD	CH	B	TD	MK/S11-T12	1	0	5500	1	0	Phantom Thief, Mask	Next up is me... Arsene shall test you!			
Former Famous Detective Kobayashi TD	S11	MKS11-T13_TD	CH	B	TD	MK/S11-T13	1	1	3500	1	1	Detective	That Toy is the miracle that only you can make happen.	[C] SUPPORT All your Level 2 and Above Characters in front of this card get +1000 Power.	[S] [Put this card to REST] Choose 1 of your <Detective> Characters, during this turn, it gets +1 Level.	
Shy Girl Elly TD	S11	MKS11-T14_TD	CH	B	TD	MK/S11-T14	2	2	9000	2	1	Detective, Book	Eh!? Ehhhhhhh!?			
Cat-Ear Magnifying Glass TD	S11	MKS11-T15_TD	EV	B	TD	MK/S11-T15	2	2			0		Where do kaitous come from?	Search your Deck for up to 2 <Detective> Characters, place them in your hand. Shuffle your Deck afterwards.		
Cat-Ear Nero SP	S11	MKS11-007SP_SP	CH	Y	SP	MK/S11-007	2	2	8000	2	1	Detective, Animal		[C] EXPERIENCE If the total Level of cards in your Level slot is 3 or higher, this card gets +1000 Power.	[A] When this card attacks, if <<Stealth Toys>> is in your Climax slot, you may choose 1 of your opponent's Characters, return it to hand.	
Halloween Night Elly SP	S11	MKS11-032SP_SP	CH	G	SP	MK/S11-032	3	2	10000	2	1	Detective, Book		[C] EXPERIENCE If the total Level of cards in your Level slot is 6 or higher, this card gets +1500 Power.	[A] When this card is placed on Stage from hand or through <<CHANGE>>, you may place the top card of your Clock into Waiting Room.	
Clumsy Detective Sheryl SP	S11	MKS11-052SP_SP	CH	R	SP	MK/S11-052	2	2	8500	1	1	Detective, Camera		[A] When this card attacks, if <<Sherlock's Pillow>> is in your Climax slot, choose up to 1 card in your opponent's Waiting Room, place it at the top of Deck, during this turn, this card gets +3000 Power.		
Uniform Cordelia SP	S11	MKS11-076SP_SP	CH	B	SP	MK/S11-076	1	0	3000	1	0	Detective, Sports		[C] SUPPORT All your Characters in front of this card gains <<[A] ENCORE [Discard 1 Character from Hand to Waiting Room] .	[A] When <<Cordelia's Confession>> is placed into your Climax slot, choose 1 of your <Detective> Characters, during this turn, it gets +2000 Power.	
Yuzurizaki Nero SR	S11	MKS11-005S_SR	CH	Y	SR	MK/S11-005	1	0	5000	1	0	Detective, Sweets		[A] [(2)] When this card attacks, if <<Just You And Me On A Date>> is in your Climax slot, you may pay this cost. If you do, choose up to 2 of your other Characters, return to hand.		
Three Cards Rat SR	S11	MKS11-009S_SR	CH	Y	SR	MK/S11-009	1	0	5000	1	0	Phantom Thief, Flame		[C] EXPERIENCE If the total Level of cards in your Level slot is 2 or high, this card gets +500 Power, and gains the following ability.<<[A] When the Character battling this card becomes REVERSE, you may place that card into Stock.>>		
Three Cards Twenty SR	S11	MKS11-015S_SR	CH	Y	SR	MK/S11-015	0	0	2500	1	0	Phantom Thief, Narcissist		[C] During your turn, this card gets +1000 Power.		
Three Cards Stone River SR	S11	MKS11-019S_SR	CH	Y	SR	MK/S11-019	2	2	9000	2	1	Phantom Thief, Weapon				
Book Loving Elly SR	S11	MKS11-026S_SR	CH	G	SR	MK/S11-026	2	1		1	1	Detective, Book		[A] CHANGE [(1) Place this card into Waiting Room] At the beginning of your Draw Phase, you may pay this cost. If you do, choose 1 <<Halloween Night Elly>> from your Waiting Room, place it into this card's previous slot.	[S] [REST this card] Place the top card of your Deck into Stock.	
Toyama Saku SR	S11	MKS11-035S_SR	CH	G	SR	MK/S11-035	1	1	1500	1	1	Police, Headphones		[A] When you use this card's <<ASSIST>>, reveal the top card of your Deck. If that card is a <Police> Character, place it into hand, choose 1 card from your hand, place it into Waiting Room. (If its not, return it to its original position)	[S] [COUNTER] ASSIST 1500 Level 2[(1) Discard this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +1500 Power.)	
Hasegawa Hirano SR	S11	MKS11-037S_SR	CH	G	SR	MK/S11-037	2	2	8500	2	1	Police, Weapon		[C] For each Marker below this card, this card gets +1000 Power.	[A] When the Character battling this card becomes REVERSE, you may place the top card of your Deck under this card as a Marker.	
Sherlock Shellinford SR	S11	MKS11-051S_SR	CH	R	SR	MK/S11-051	1	1	4500	1	1	Detective, Camera		[C] SUPPORT All your <Detective> Characters in front of this card gets +X Power. X is equals to that Character's Level ×500.	[A] CHANGE [(1) Place this card to Waiting Room] At the beginning of your Draw Phase, you may pay this cost. If you do, choose 1 <<Clumsy Detective Sheryl>> from your Waiting Room, place it into this card's previous slot.	
Zenigata Tsugiko SR	S11	MKS11-056S_SR	CH	R	SR	MK/S11-056	1	1	6500	1	0	Police, Weapon		[A] [(1)] When the Character battling this card becomes REVERSE, you may pay this cost. If you do, choose 1 card from your opponent's Waiting Room, place it on top of Deck.		
Akechi Kokoro SR	S11	MKS11-057S_SR	CH	R	SR	MK/S11-057	2	2	7500	2	1	Police		[C] EXPERIENCE When your opponent's STAND Character becomes REST, if the total Level of card in your Level slot is 3 or higher, during this turn, this card gets +1500 Power.	[A] ENCORE [Discard 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Kobayashi's Rival Kamitsu SR	S11	MKS11-060S_SR	CH	R	SR	MK/S11-060	1	0	3500	1	0	Police, Glasses		[A] When your other Character becomes REVERSE in battle, choose 1 of your Characters, during this turn, it gets +1000 Power.	[S] [(2) REST this card] Choose 1 <Police> Character from Waiting Room, return to hand.	
Haloween Night Henriette SR	S11	MKS11-078S_SR	CH	B	SR	MK/S11-078	0	0	500	1	0	Detective, Mask		[C] SUPPORT All your Characters in front of this card gets +500 Power.	[A] CHANGE [Place this card into Waiting Room] At the beginning of your Draw Phase, you may pay this cost. If you do, choose 1 <<Phantom Thief Arsene>> from your Waiting Room, place it into this card's previous slot.	
Reliable Sister Cordelia SR	S11	MKS11-087S_SR	CH	B	SR	MK/S11-087	3	2	10000	2	1	Detective, Sports		[A] When this card is placed on Stage from hand or through <<CHANGE>>, you may place the top card of your Clock into Waiting Room.	[S] [(4) REST 2 of your Characters] Search your Deck for up to 2 <Detective> Characters, show them to your opponent, place them into hand. Shuffle your Deck afterwards.	
Former Famous Detective Kobayashi SR	S11	MKS11-093S_SR	CH	B	SR	MK/S11-093	1	1	3500	1	1	Detective		[C] SUPPORT All your Level 2 and Above Characters in front of this card get +1000 Power.	[S] [Put this card to REST] Choose 1 of your <Detective> Characters, during this turn, it gets +1 Level.	
Milky Holmes Sheryl	S11	MKS11-101SP_TD	CH	R	TDSP	MK/S11-101	2	1	8000	1	1	Detective, Camera		[C] If all your Characters are <Detective>, this card gets +1000 Power.		
Phantom Thief Arsene TD	S11	MKS11-T12SP_TD	CH	B	TDSP	MK/S11-T12	1	0	5500	1	0	Phantom Thief, Mask				
