Name	Set	Imagefile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Lovers Araragi Koyomi & Senjougahara Hitagi	S15	BMS15-080_R	CH	B	R	BM/S15-080	1	0	4500	1	0	Oddity, Blood		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 2 or higher, this card gains +500 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.	[A] [(1)] When this card attacks, if <<My Everything>> is in the Climax Zone, you may pay cost. If so, look at up to the top 5 cards of your Deck and choose up to 1 <Oddity> Character, reveal it, and put it in your hand. Put the other cards in your Waiting Room.	
Lovers Araragi Koyomi & Senjougahara Hitagi RRR	S15	BMS15-080R_RRR	CH	B	RRR	BM/S15-080	1	0	4500	1	0	Oddity, Blood		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 2 or higher, this card gains +500 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.	[A] [(1)] When this card attacks, if <<My Everything>> is in the Climax Zone, you may pay cost. If so, look at up to the top 5 cards of your Deck and choose up to 1 <Oddity> Character, reveal it, and put it in your hand. Put the other cards in your Waiting Room.	
Black Hanekawa	S15	BMS15-081_R	CH	B	R	BM/S15-081	2	2	7500	2	1	Oddity, President	Nnya?	[A] When this card attacks, if <<Tsubasa Cat>> is in the Climax Zone, search your Deck for up to 1 card with the same name as 1 of your Characters on your Stage, reveal it, and put it in your hand. Shuffle your Deck.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Black Hanekawa SR	S15	BMS15-081S_SR	CH	B	SR	BM/S15-081	2	2	7500	2	1	Oddity, President	Nnya?	[A] When this card attacks, if <<Tsubasa Cat>> is in the Climax Zone, search your Deck for up to 1 card with the same name as 1 of your Characters on your Stage, reveal it, and put it in your hand. Shuffle your Deck.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Rewards for Curse Removal Sengoku Nadeko	S15	BMS15-082_R	CH	B	R	BM/S15-082	2	2	8500	2	1	Oddity	Don't do it, Sengoku. I beg you, please don't say 'thank you'	[A] When this card is Front Attacked, put the top card of your Deck in your Waiting Room. If it's a <Oddity> Character, this card gains +1000 Power and <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>> for the turn.		
Sengoku Nadeko	S15	BMS15-083_U	CH	B	U	BM/S15-083	0	0	1500	1	0	Oddity		[C] Another Character in your Front Row Center Slot gains +1000 Power during your Opponent's turn.	[S] [(1)] Draw a card, and discard a card from your hand to the Waiting Room.	
Oshino Meme	S15	BMS15-084_U	CH	B	U	BM/S15-084	0	0	2500	1	0	Oddity		[A] [(1)] When this card is placed from hand to the Stage, you may pay cost. If so, choose a card in your Level Zone and a card in your Waiting Room. Swap them.		
Pajamas Hanekawa Tsubasa	S15	BMS15-085_U	CH	B	U	BM/S15-085	0	0	2500	1	0	Oddity, President		[A] When this card is placed from hand to the Stage, this card gains +X Power, where X = 500 times # of <Oddity> Characters you have.		
Authority on Monster Changing Oshino Meme	S15	BMS15-086_U	CH	B	U	BM/S15-086	1	0	3000	1	0	Oddity	Haha, is that so, this is that, the rumored person about the founding anniversary	[C] All your other Characters gain +500 Power during your Opponent's turn.	[S] BRAINSTORM [(1)] Reveal the top 2 cards of your Deck and put them in the Waiting Room. For each Climax card revealed this way, draw a card.	
Cursed Girl Sengoku Nadeko	S15	BMS15-087_U	CH	B	U	BM/S15-087	1	1	6000	1	0	Oddity		[C] This card gains +1000 Power during your Opponent's turn.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Ambushing Sengoku Nadeko	S15	BMS15-088_U	CH	B	U	BM/S15-088	2	1	7500	1	1	Oddity	Ah...... Koyomi onii-chan. I've been waiting for you	[A] CHANGE [(1) Put this card in Clock] At the beginning of your Encore Step, if this card is in REST, you may pay cost. If so, choose a <<Snake-Coiled Girl Sengoku Nadeko>> in your Waiting Room and put it in the Slot this card was in.		
Running Around Araragi Koyomi	S15	BMS15-089_C	CH	B	C	BM/S15-089	0	0	500	1	0	Oddity, Blood	Oshino thought of that too...... but we still don't know the source of the stress	[C] All your other <President> Characters gain +500 Power during your Opponent's turn.	[A] BOND/<<Hanekawa Tsubasa>> [(1)]	
Curse Removal Ritual Sengoku Nadeko	S15	BMS15-090_C	CH	B	C	BM/S15-090	0	0	2500	1	0	Oddity		[C] This card gains +1000 Power during your Opponent's turn. 		
Knowing Everything Hanekawa Tsubasa	S15	BMS15-091_C	CH	B	C	BM/S15-091	0	0	2500	1	0	Oddity, President	Oh? I thought this is normal	[S] [REST 2 of your Characters] This card gains +1000 Power until end of your Opponent's next turn.		
Cat-Eared Hanekawa Tsubasa	S15	BMS15-092_C	CH	B	C	BM/S15-092	0	0	3000	1	0	Oddity, President				
Girl of Age Sengoku Nadeko	S15	BMS15-093_C	CH	B	C	BM/S15-093	1	0	5500	1	0	Oddity	Koyomi nii-san... and Kanbaru-san... Can you turn around for a little bit?			
Hanekawa Tsubasa	S15	BMS15-094_C	CH	B	C	BM/S15-094	1	1	3500	1	1	Oddity, President	Araragi-kun's habit is cheeky	[C] ASSIST All your Level 2 or higher Characters in front of this card gain +1000 Power.	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 4 or higher, this card gains <<[C] All your other <Oddity> Characters gain +500 Power during your Opponent's turn>>.	
Man Who Sees Through Everything Oshino Meme	S15	BMS15-095_C	CH	B	C	BM/S15-095	2	1	2500	1	1	Oddity	I'm so busy that I don't really have time	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card from hand to the Waiting Room]		
Energy Drain Black Hanekawa	S15	BMS15-096_C	CH	B	C	BM/S15-096	2	1	9000	1	1	Oddity, President		[C] You cannot use <<[A] ENCORE>> on any of your other Characters. (this card includes <<[A] ENCORE [(3)]>> provided by the rules)		
Don't Tell Anyone	S15	BMS15-097_U	EV	B	U	BM/S15-097	2	1			0			Draw up to 2 cards, and discard a card from hand to your Waiting Room. Choose 1 of your <Oddity> Characters. That Character gains +3000 Power for the turn.		
Nadeko Snake	S15	BMS15-098_CR	CX	B	CR	BM/S15-098					B		Look at me, Koyomi onii-chan	[C] All your Characters gain +1000 Power and +1 Soul.		
My Everything	S15	BMS15-099_CC	CX	B	CC	BM/S15-099					2			[C] All your Characters gain +2 Soul.		
Tsubasa Cat	S15	BMS15-100_CC	CX	B	CC	BM/S15-100					2		You're still useless as usual	[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck to your Stock, and all your Characters gain +1 Soul for the turn.		
Steadfast Silent Araragi Koyomi	S15	BMS15-101_TD	CH	R	TD	BM/S15-101	1	0	5000	1	0	Oddity, Blood		[A] [Return 2 Characters from your Waiting Room into Deck. Shuffle your Deck afterwards] When this card attacks, you may pay this card cost. If you did, during this card turn, this card gets +2000 Power.		
Skeptical Senjougahara Hitagi	S15	BMS15-102_TD	CH	R	TD	BM/S15-102	1	1	6500	1	0	Oddity	It's nothing. So don't worry	[A] When this card attacks, choose up to 2 of your <Oddity> Characters, during this card turn, they get +500 Power.		
Secluded Lady Senjougahara Hitagi	S15	BMS15-103_TD	CH	R	TD	BM/S15-103	3	2	10000	2	1	Oddity, Stationery		[A] When this card is placed on Stage from Hand, choose 1 <Oddity> Character from your Waiting Room, you may return it to Hand.	[S] [REST 2 of your <Oddity> Characters] During this card turn, this card gets +2500 Power.	
Weight Crab	S15	BMS15-104_TD	CX	R	TD	BM/S15-104					2		Like then, I can see a big, big crab---	[A] When this card is placed into your Climax Slot from Hand, draw 1 card, choose 1 of your Characters, during this card turn, it gets +2000 Power, +1 Soul.		
Ultimate Honour Student Hanekawa Tsubasa	S15	BMS15-105_TD	CH	B	TD	BM/S15-105	0	0	1000	1	0	Oddity, President		[C] SUPPORT All your Characters in front of this card gets +500 Power.		
Energetic Girl Hachikuji Mayoi	S15	BMS15-106_PR	CH	Y	PR	BM/S15-106	0	0	3000	1	0	Oddity, Spirit				
Athletic Kanbaru Sugura	S15	BMS15-107_PR	CH	G	PR	BM/S15-107	0	0	1000	1	0	Oddity, Sports		[C] SUPPORT All your Characters in front of this card gets +500 Power.		
New Breed Of Oddity Black Hanekawa	S15	BMS15-108_PR	CH	G	PR	BM/S15-108	0	0	3000	1	0	Oddity, President				
Clean Clothes For Battle Senjougahara Hitagi	S15	BMS15-109_PR	CH	R	PR	BM/S15-109	0	0	1000	1	0	Oddity		[C] SUPPORT All your Characters in front of this card gets +500 Power.		
Guru Guru Sengoku Nadeko	S15	BMS15-110_PR	CH	B	PR	BM/S15-110	0	0	3000	1	0					
Intimidating Senjougahara Hitagi	S15	BMS15-111_PR	CH	G	PR	BM/S15-111	1	0	5000	1	0	Oddity, Stationery		[S] [(1) REST 1 of your Characters] During this card turn, this card gets +2500 Power.		
Sharpness Of Words Senjougahara Hitagi	S15	BMS15-112_PR	CH	R	PR	BM/S15-112	0	0	3000	1	0					
Withdrawn Sengoku Nadeko	S15	BMS15-113_PR	CH	B	PR	BM/S15-113	2	1	2500	1	1			[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card from hand to the Waiting Room] 		
Araragi Karen & Araragi Tsukihi TD	S15	BMS15-T01_TD	CH	R	TD	BM/S15-T01	0	0	2500	1	0	Sports, Kimono		[A] [(2)] When this card is placed from Stage into Waiting Room, you may pay this card cost. If you did, choose up to 1 <Oddity> Character from your Waiting Room, add it to hand.		
Daily Clothes Kanbaru Suruga TD	S15	BMS15-T02_TD	CH	R	TD	BM/S15-T02	0	0	3000	1	0	Oddity, Sports	No, that's wrong --- "You can move, but it's extremely dangerous" is more appropriate			
Combat Ready Senjougahara Hitagi TD	S15	BMS15-T03_TD	CH	R	TD	BM/S15-T03	1	0	5000	1	0	Oddity, Stationery		[S] [(1)] During this card turn, this card gets +1000 Power, and gains the following ability. <<[A] When this card's battle opponent becomes REVERSE, you may place that Character to the top of the Deck.>>		
Xenophobic Hachikuji Mayoi TD	S15	BMS15-T04_TD	CH	R	TD	BM/S15-T04	1	1	2000	1	0	Oddity, Spirit		[S] [COUNTER] ASSIST 2000 Level 1 [(1) Place this card to Waiting Room from hand] (Choose 1 of your Characters that is being Front Attacked, during this card turn it gets +2000 Power)		
Girl Who Lost Weight Senjougahara Hitagi TD	S15	BMS15-T05_TD	CH	R	TD	BM/S15-T05	1	1	7000	1	0	Oddity, Stationery	No... Uh, I hate to say this, but about that life that you were talking about... I couldn't quite follow it			
Daily Clothes Senjougahara Hitagi TD	S15	BMS15-T06_TD	CH	R	TD	BM/S15-T06	2	1	8000	1	1	Oddity	Senjougahara-san is the girlfriend of Araragi-san	[A] When another of your <Oddity> Character attacks, during this card turn, this card gets +1000 Power.		
Elementary School Student Hachikuji Mayoi TD	S15	BMS15-T07_TD	CH	R	TD	BM/S15-T07	2	1	8000	1	1	Oddity, Spirit		[C] If you have 2 or more other <Oddity> Characters, this card gets +1000 Power.		
BL Lover Kanbaru Suruga TD	S15	BMS15-T08_TD	CH	R	TD	BM/S15-T08	2	2	8000	2	1	Oddity, Sports	Senjougahara and her weight can be best described as nothing	[A] ENCORE [Place 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this card cost. If you do, place this card in its previous slot in REST)		
Hitagi Crab TD	S15	BMS15-T09_TD	CX	R	TD	BM/S15-T09					D			[C] All your Characters get +1000 Power, +1 Soul.	(Gate: When this card is Triggered, choose 1 Character from your Waiting Room, return to hand)	
Dispelling Ceremony Sengoku Nadeko TD	S15	BMS15-T10_TD	CH	B	TD	BM/S15-T10	0	0	2500	1	0	Oddity		[C] During your opponent's turn, this card gets +1000 Power.		
Pajama Apperance Hanekawa Tsubasa TD	S15	BMS15-T11_TD	CH	B	TD	BM/S15-T11	0	0	2500	1	0	Oddity, President		[A] When this card is placed on Stage from Hand, during this card turn, this card gets +X Power. X is equals to the number of your <Oddity> Characters ×500.		
Cat Ears Hanekawa Tsubasa TD	S15	BMS15-T12_TD	CH	B	TD	BM/S15-T12	0	0	3000	1	0	Oddity, President	Koyomi nii-san... and Kanbaru-san... Can you turn around for a little bit?			
Age of Independence Girl Sengoku Nadeko TD	S15	BMS15-T13_TD	CH	B	TD	BM/S15-T13	1	0	5500	1	0	Oddity				
My Everything TD	S15	BMS15-T14_TD	CX	B	TD	BM/S15-T14					2			[C] All your Characters get +2 Soul.		
Steadfast Silent Araragi Koyomi SP	S15	BMS15-101SP_TD	CH	R	TDSP	BM/S15-101	1	0	5000	1	0	Oddity, Blood		[A] [Return 2 Characters from your Waiting Room into Deck. Shuffle your Deck afterwards] When this card attacks, you may pay this card cost. If you did, during this card turn, this card gets +2000 Power.		
Secluded Lady Senjougahara Hitagi SP	S15	BMS15-103SP_TD	CH	R	TDSP	BM/S15-103	3	2	10000	2	1	Oddity, Stationery		[A] When this card is placed on Stage from Hand, choose 1 <Oddity> Character from your Waiting Room, you may return it to Hand.	[S] [REST 2 of your <Oddity> Characters] During this card turn, this card gets +2500 Power.	
Ultimate Honour Student Hanekawa Tsubasa SP	S15	BMS15-105SP_TD	CH	B	TDSP	BM/S15-105	0	0	1000	1	0	Oddity, President		[C] SUPPORT All your Characters in front of this card gets +500 Power.		
