Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Trait	Flavour	Ability1	Ability2	Ability3
Dummy System	S12	EVS12-096_U	EV	B	U	EV/S12-096	2	0			0		Misato: "That's what Dummy System is..."	Look at your Deck and choose up to one Character with CHANGE and put that card in your hand. Shuffle your Deck afterwards.		
Mysterious Insitution	S12	EVS12-097_U	EV	B	U	EV/S12-097	2	1			0		Gendo: "Let's eat" Rei: "Yes"	Put one of your <Glasses> or <Pilot> Character in STAND to REST. If you do so, look at the top 4 cards of your Deck, choose one of those cards, put it into your hand, put the REST of the cards on top of your Deck in any order, choose one of your Characters and that Character gains +2000 Power for that turn.		
Self-Sacrificing Attack	S12	EVS12-098_CR	CX	B	CR	EV/S12-098					2		Misato: "A single EVA cannot break through that AT field..."	[C] All of your Characters gain +2 Soul.		
Ayanami's Smile	S12	EVS12-099_CC	CX	B	CC	EV/S12-099					B		Shinji: "I like your smile" 	[C] All of your Characters gain +1000 Power and +1 Soul.	(Book: When this card is Triggered, you may draw 1 card.)	
Will You Move Away?	S12	EVS12-100_CC	CX	B	CC	EV/S12-100					2			[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock. All your Characters gain +1 Soul for that turn.		
Chief Operations Officer Misato	S12	EVS12-101_TD	CH	Y	TD	EV/S12-101	0	0	1000	1	0	Animal	...Eh, there's been a lot	[C] During your turn, all of your other Character cards gain Power +500.	[S] [(1)] Choose 1 of your Character cards with the Trait <Pilot>, for that turn, it gains Power +1000.	
Ayanami by the Window Side	S12	EVS12-102_TD	CH	B	TD	EV/S12-102	2	2	8500	2	1	Pilot, Eyepatch		[C] If you have 2 or more other Character cards with the trait <Pilot>, this card gains Power +1000.		
Ayanami & Gendo	S12	EVS12-103_TD	CH	B	TD	EV/S12-103	2	1	8500	1	1	Pilot, Glasses	Gendo: "Rei... Are you okay? Rei!"			
Ayanami in Entry Plug	S12	EVS12-104_TD	CH	B	TD	EV/S12-104	3	2	10000	2	1	Pilot	I'm sorry. I don't know what kind of face I should have in this situation	[C] During your opponent's turn, this card gains Power +1000.	[A] When this card is played from your hand to the Stage, you may choose the top 1 card in your Clock and put it to your Waiting Room.	
Transfer Student Shinji	S12	EVS12-105_TD	CH	Y	TD	EV/S12-105	0	0	1000	1	0	Pilot	Misato: "Nice to meet you, Shinji Ikari"	[C] ASSIST All your Character cards in front of this card gain Power +500.		
Sortie Ayanami	S12	EVS12-106_PR	CH	B	PR	EV/S12-106	0	0	3000	1	0	Pilot				
Older Plug Suit Mari	S12	EVS12-107_PR	CH	G	PR	EV/S12-107	0	0	3000	1	0	Pilot, Glasses				
Isolated Waiting Room Asuka	S12	EVS12-108_PR	CH	R	PR	EV/S12-108	1	0	5000	1	0	Pilot, Military		[A] When this card attacks, select 1 other <Pilot> Character, during this turn, it gets +1000 Power.		
A Secret Ayanami	S12	EVS12-109_PR	CH	B	PR	EV/S12-109	2	1	2500	1	1	Pilot		[S] [COUNTER] ASSIST 3000 Level 2 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +3000 Power)		
Point-Blank Range Shot Mari	S12	EVS12-110_PR	CH	G	PR	EV/S12-110	1	0	5000	1	0	Pilot, Glasses		[A] When this card is placed from your hand to Stage, you can select a <Mecha> Character, during this turn, it gets +1000 Power.		
Rooftop Shinji TD	S12	EVS12-T01_TD	CH	Y	TD	EV/S12-T01	0	0	2500	1	0	Pilot		[S] [Put one of your <Pilot> Characters to REST] This card gains +1000 Power for that turn.		
Photo of Misato TD	S12	EVS12-T02_TD	CH	Y	TD	EV/S12-T02	0	0	2500	1	0	Animal		[C] During your turn, this card gains +1000 Power.		
Waiting Shinji TD	S12	EVS12-T03_TD	CH	Y	TD	EV/S12-T03	0	0	3000	1	0	Pilot	Meeting is impossible, it seems			
Evangelion Experiment Unit 01 TD	S12	EVS12-T04_TD	CH	Y	TD	EV/S12-T04	1	0	5500	1	0	Mecha, Weapon	Misato: "All according to the operation. Good job, Shinji"	[C] This card cannot Side Attack.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent form the Stage to the Waiting Room, you may pay the cost. If you do so, place this card in the border it was in in REST.)	
Emergency Misato TD	S12	EVS12-T05_TD	CH	Y	TD	EV/S12-T05	1	1	7000	1	0	Animal	Medic, hurry!			
Driver Misato TD	S12	EVS12-T06_TD	CH	Y	TD	EV/S12-T06	2	1	2500	1	1	Animal, Glasses	Sorry to keep you waiting	[S] BACKUP 3000 Level 2 [(1) Place this card from your hand to the Waiting Room] (Choose one of your Characters that have been Front Attacked, that Character gains +3000 Power for that turn.)		
G Equipment Eva Unit 0 TD	S12	EVS12-T07_TD	CH	Y	TD	EV/S12-T07	2	2	8500	2	1	Mecha, Weapon	Misato: "Operation Yashima, commence!"	[A] [(2)] When this card attacks and <<Yashima Operation>> is in your Climax area, you may pay the cost. If you do so, choose one Level 2 and below Character in your opponent's Front Row and one Level 2 and below Character in your opponent's Back Row and return those cards to your opponent's hand.		
Apostle's Attack TD	S12	EVS12-T08_TD	EV	Y	TD	EV/S12-T08	1	1			0		Aoba: "High energy level detected inside the target!" Misato: "What!?"	Choose one of your opponent's Level 1 and below Character and return that Character to your opponent's hand.		
Yashima Operation TD	S12	EVS12-T09_TD	CX	Y	TD	EV/S12-T09					2		Misato "Positron sniping ready!"	[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock and all your Characters gain +1 Soul for that turn.		
Bandaged Ayanami TD	S12	EVS12-T10_TD	CH	B	TD	EV/S12-T10	0	0	3000	1	0	Pilot, Eyepatch	Gendo: "I didn't want to use the backup. Again"			
The 6th Apostle TD	S12	EVS12-T11_TD	CH	B	TD	EV/S12-T11	1	0	5500	1	0	Mystery				
At Home Ayanami TD	S12	EVS12-T12_TD	CH	B	TD	EV/S12-T12	1	1	6000	1	0	Pilot		[A] [(1)] When this card attacks and you have<<Will You Move Away?>> in your Climax area, you may pay the cost. If you do so, choose one of your opponent's Level 1 and below Character in the Front Row and put that card at the bottom of your opponent's Deck.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Ayanami's Smile TD	S12	EVS12-T13_TD	CX	B	TD	EV/S12-T13					B		Shinji: "I like your smile"	[C] All of your Characters gain +1000 Power and +1 Soul.	(Book: When this card is Triggered, you may draw 1 card.)	
Will You Move Away? TD	S12	EVS12-T14_TD	CX	B	TD	EV/S12-T14					2			[A] When this card is played onto your Climax area, put the top card of your Deck into your Stock. All your Characters gain +1 Soul for that turn.		
First Battle Shinji RRR	S12	EVS12-001R_RRR	CH	Y	RRR	EV/S12-001	1	1	6000	1	0	Pilot		[A] When this card attacks and <<Unit 01's First Battle>> is in your Climax area, this card gains +2 Soul for that turn.	[A] ENCORE [Put one Character card from you hand to the Waiting Room] (When this card is sent to the Waiting Room from your Stage, you may pay the cost. If you do so, put this card back to the border it was in REST.)	
Eva Unit 01 (Suspect Evolution First Awakened State) SP	S12	EVS12-002SP_SP	CH	Y	SP	EV/S12-002	3	2	9500	2	1	Mecha, Awakening		[C] EXPERIENCE If the total level of the cards in your Level area is 4 or more, this card gains +1500 Power and the following ability. <<[C]This card cannot be selected as a target by your opponent's card effects.>>	[A] When this card is played from the hand to the Stage or to the Stage through CHANGE, draw up to 2 cards from your Deck and put 1 card from your hand into the Waiting Room.	
Kaworu of the Moon Surface SR	S12	EVS12-006S_SR	CH	Y	SR	EV/S12-006	1		4500	1	1	Mystery		[C] All your other <Pilot> Characters gain +500 Power.	[S] [Put this card to REST] Choose one of your Characters with <<Shinji>> in the name, that Character gains +1000 Power for that turn.	
Entrusting the Future Misato SR	S12	EVS12-007S_SR	CH	Y	SR	EV/S12-007	2	1	7500	1	1	Animal		[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains +1 Soul.	[A] [(1)] When <<The Entrusted Future>> is placed in your Climax area and this card is in the Front Row, reveal the top card of your Deck. If that is a Level 2 or below Character you may pay the cost. If you do so place that Character in any border on your Stage. (If not return the card to its original.)	
Makinami Mari Illustrious RRR	S12	EVS12-026R_RRR	CH	G	RRR	EV/S12-026	1	1	6000	1	0	Pilot, Glasses		[C] EXPERIENCE If the total level of the cards in your Level area is 2 or more, this card gains +1000 Power.	[A] When this card attacks and <<Rooftop Encounter>> is in your Climax area, you may put the top card of your Deck into your Stock.	
Beast Mari SR	S12	EVS12-027S_SR	CH	G	SR	EV/S12-027	2	1	7500	1	1	Pilot, Glasses		[C] If you have 2 or more other <Pilot> Characters, this card gains +1000 Power.	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains the following ability. <<[C] ENCORE [Put one Character from your hand to the Waiting Room.]>>	
Top Secret Immigrant Mari SP	S12	EVS12-029SP_SP	CH	G	SP	EV/S12-029	0	0	2000	1	0	Pilot, Glasses		[A] When this card is played from your hand to the Stage, choose one of your <Pilot> Characters. That Character gains +1500 Power for that turn.		
Eva Unit 02 Beast Mode Second Form SR	S12	EVS12-031S_SR	CH	G	SR	EV/S12-031	2	2	7500	2	1	Mecha, Animal		[A] When this card attacks and <<The Last Card>> is in yor Climax area, all your Characters gain +2000 Power for that turn.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Shikinami Asuka Langley RRR	S12	EVS12-051R_RRR	CH	R	RRR	EV/S12-051	1	0	4000	1	0	Pilot, Military		[A] CHANGE [(3) Put one card from your hand and this card to the Waiting Room] At the start of your Climax Phase you may pay the cost. If you do so, choose one <<Experimental Plugsuit Asuka>> in your Waiting Room and put it in the border this card was in.	[S] [Put this card to REST] Choose one of your <Pilot> or <Mecha> Characters, that Character gains +1500 Power for that turn.	
Finishing Blow Asuka SP	S12	EVS12-052SP_SP	CH	R	SP	EV/S12-052	2	1	4500	1	1	Pilot, Military		[A] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1) Put two of your <Pilot> Characters to REST] Choose one of your opponent's Level 0 or below Character and put that characer in the Waiting Room.	
Moving House Asuka SR	S12	EVS12-055S_SR	CH	R	SR	EV/S12-055	0	0	2500	1	0	Pilot, Military		[C] If you have 2 or more other <Pilot> Characters, this card gains +1000 Power.		
Experimental Plugsuit Asuka SR	S12	EVS12-057S_SR	CH	R	SR	EV/S12-057	2	2	7500	2	1	Pilot, Military		[A] [(1)] When this card attacks and <<The Worst Possible Situation>> is in your Climax area, you may pay the cost. If you do so, choose one of your opponent's Level 2 and below Character, put that card on top of your opponent's Deck and at the end of your turn put this card into the Waiting Room.	[A] ENCORE [Put one Character from your hand to the Waiting Room] (When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, put this card in REST in the border it was in.)	
Emergency Summon Ayanami RRR	S12	EVS12-076R_RRR	CH	B	RRR	EV/S12-076	0	0	4000	1	0	Pilot, Eyepatch		[A] When this card is played from your hand onto the Stage, put the top 2 cards of your Deck into the Waiting Room. If there is a Climax Card among those cards, put this card to REST.		
Unit 0 Pilot Ayanami SP	S12	EVS12-077SP_SP	CH	B	SP	EV/S12-077	1	0	3000	1	0	Pilot		[A] When this card is played onto the Stage from your hand, look at the top card of your Deck and put it on top or at the bottom of your Deck.	[A] Bond / [Evangelion Prototype Unit 0 (Revised)] [(1)] (When this card is played onto your Stage from your hand you may pay the cost. If you do so, choose one <<Evangelion Prototype Unit 0 (Revised)>> in your Waiting Room and add it to your hand.)	
Classmate Ayanami SR	S12	EVS12-078S_SR	CH	B	SR	EV/S12-078	0	0	500	1	0	Pilot		[C] ASSIST All of your Characters in fornt of this card gain +500 Power.	[C] EXPERIENCE If the total level of the cards in your Level area is 3 or more, this card gains the following ability. <<[S] [Put this card to REST] Choose one of your <Mecha> or <Pilot> Characters, that Character gains +1000 Power for that turn.>>	
Ayanami Who Swore to Protect Shinji SR	S12	EVS12-082S_SR	CH	B	SR	EV/S12-082	3	2	10000	2	1	Pilot		[A] When this card is played onto the Stage from your hand or through CHANGE, you ma put the top card of your Clock into the Waiting Room.	[A] [Put one <<Ayanami's Smile>> from your hand to the Waiting Room] At the start of your opponent's Attack Phase and this card is in your Front Row, you may pay the cost. If you do so, choose one of your other Characters. That Character and this card gain +3500 for that turn.	
Chief Operations Officer Misato S	S12	EVS12-101S_TD	CH	Y	TDS	EV/S12-101	0	0	1000	1	0	Animal		[C] During your turn, all of your other Character cards gain Power +500.	[S][(1)] Choose 1 of your Character cards with the trait <Pilot>, for that turn, it gains Power +1000.	
Ayanami by the Window Side S	S12	EVS12-102S_TD	CH	B	TDS	EV/S12-102	2	2	8500	2	1	Pilot, Eyepatch		[C] If you have 2 or more other Character cards with the trait <Pilot>, this card gains Power +1000.		
